FaultName,FaultID,State,SiteName,SCECId,SliprateId,Longitude,Latitude,DistToCFMFault,CFM7ObjectName,Observation,PrefRate,LowRate,HighRate,RateUnct,RateType,ReptReint,OffsetType,AgeType,NumEvents,RateAge,QbinMin,QbinMax,UCERF3AppB,ShortReferences,Links,FullReferences
Pyramid Lake,1094,NV,Site 5,S-0246,SR-0532,-119.385413614000,39.793978588600,46.6,N/A,"21 +/- 8 m offset of ridge crest since 10.8-15.5 ka; reported min rate = 1.4 +/- 0.5mm/yr, reported max rate = 1.9 +/- 0.7 mm/yr",1.6,0.9,2.6,unknown,projected (right-lateral),reinterpreted (low = minimum of min reported; high= maximum of max reported; pref = 21m/13.15ka (average of ages)),ridge crest displacement,regional Lake Lahontan levels,unknown,10.8-15.5,1,5,no,"Angster et al., (2016)",https://doi.org/10.1785/0120150144 ,"Stephen Angster, Steven Wesnousky, Wei?liang Huang, Graham Kent, Takashi Nakata, Hideaki Goto, (2016). Application of UAV Photography to Refining the Slip Rate on the Pyramid Lake Fault Zone, Nevada. Bulletin of the Seismological Society of America, 106 (2): 785-798. doi: https://doi.org/10.1785/0120150144 "
Pyramid Lake,1094,NV,Site B (near Dodge Flat),S-0244,SR-0530,-119.297272601000,39.688485743900,53.59,N/A,39 +/- 4 m offset of post-Lahontan (~15.5 ka) geomorphic features,2.6,2.3,2.9,unknown (2-sigma ages),projected (strike-slip),reported,offset canyons and ridges at a site,regional age correlation,4 post-Lahontan events recorded along fault but are not used in rate calculation,15.5,1,5,no,Briggs and Wesnousky (2004),https://doi.org/10.1029/2003JB002717,"Briggs, R. W., and Wesnousky, S. G. (2004), Late Pleistocene fault slip rate, earthquake recurrence, and recency of slip along the Pyramid Lake fault zone, northern Walker Lane, United States, J. Geophys. Res., 109, B08402, https://doi.org/10.1029/2003JB002717"
Rainbow Mountain,1096,NV,North and South trenches,S-0247,SR-0534,-118.539914874000,39.392910625400,112.01,N/A,3 events (including 1954) total 3 m of vertical displacement since 14.6-17.8 ka,0.19,0.17,0.21,unknown,unprojected (vertical),reported (pref = 3 m/16.2 ka (average),offset trench strata,radiocarbon,"3, but rate is calculated through origin",14.6-17.8,0,0.2,no,Caskey et al (2004),https://doi.org/10.1785/012003012 ,"S. John Caskey, John W. Bell, Alan R. Ramelli, Steven G. Wesnousky, (2004). Historic Surface Faulting and Paleoseismicity in the Area of the 1954 Rainbow Mountain-Stillwater Earthquake Sequence, Central Nevada. Bulletin of the Seismological Society of America, 94 (4): 1255-1275. https://doi.org/10.1785/012003012 "
Raymond,224,CA,Eaton Wash,S-0170,SR-0231,-118.081467664000,34.129460746300,0.15,WTRA-SFFS-SGVS-Raymond_fault-CFM5,"Minimum rate, radiocarbon sample comes from deposit channel is incised into. Best estimate of 2 mm/yr comes from unpublished data of Dolan (written communication, 2011).",2,1.5,5,unknown,horizontal,"reported (authors report/listed in Appendix B preferred value and lower bound, but no upper bound on slip rate)",buried channel,C14,unlisted,11-130,1,5,yes,Marin et al. (2000),N/A,"Marin, M., Dolan, J.F., Hartleb, R.D., Christofferson, S.A., Tucker, A.Z., and Owen, L.A., 2000, A latest Pleistocene-Holocene slip rate on the Raymond fault based on 3-D trenching,East Pasadena, California: EOS, Transactions of the American Geophysical Union, v. 81, no. F855, supplement 48, abstract S62B-03."
Red Bluff,334,CA,Big Bend,S-0171,SR-0780,-122.234025940000,40.182397342400,19.89,N/A,T3 elevation difference across fault within Sacaremento River cut yeilds 14 +/- 0.5 m of uplift since 27.7 +/- 9.3 ka,0.6,0.4,0.8,unknown,unprojected (vertical),reported,T3 elevation change,luminesence,unknown,27.7 +/- 9.3,0.2,1,no,Angster et al (2020) Geology,https://doi.org/10.1130/G48114.1 ,"Stephen Angster, Steven Wesnousky, Paula Figueiredo, Lewis A. Owen, Thomas Sawyer, (2020). Characterizing strain between rigid crustal blocks in the southern Cascadia forearc: Quaternary faults and folds of the northern Sacramento Valley, California. Geology, 49 (4): 387-391. doi: https://doi.org/10.1130/G48114.1 "
Red Mountain,225,CA,Main Strand of Clark and others (1984),S-0174,SR-0234,-119.396640378000,34.344188481200,0.26,WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,"Probably a minimum rate for multiple reasons. Rate is on only one of three strands. Also, uplift of the footwall block may be related to movement on the Red Mountain fault at depth (see Huftile and others, 1997).",0.6,0.5,0.7,unknown,unprojected (vertical),reported (author reported as recorded in Appendix B; low and high represented from min and max values listed in Appendix B),marine terrace,"amino acids, U-series",unlisted,11-130,1,5,yes,Clark et al. (1984),https://doi.org/10.3133/ofr84106,"Clark, M.M., Harms, K.K., Lienkaemper, J.J., Harwood, D.S., Lajoie, K.R., Matti, J.C., Perkins, J.A., Rymer, M.J., Sarna-Wojcicki, A.M., Sharp, R.V., Sims, J.D., Tinsley, J.C., III, and Ziony, J.I., 1984, Preliminary slip rate table and map of late Quaternary faults of California: U.S. Geological Survey Open-File Report 84-106, 12 p., 5 plates, scale 1:1,000,000. https://doi.org/10.3133/ofr84106"
Red Mountain,225,CA,North and South of Clark and others (1984),S-0173,SR-0233,-119.445483075000,34.356609276800,0.89,WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,"Summed rate across north and south strands reported by Clark and others (1984). Reported dip slip rate assumes 60 - 90 dip. Probably a minimum rate due to footwall uplift that may be related to the Red Mountain fault (see Huftile and others, 1997).",N/A,1.6,2.3,unknown,projected (dip-slip),reported (only range listed in Appendix B; no preferred value included),marine terrace,"amino acids, U-series",unlisted,11-130,1,5,yes,Clark et al. (1984),https://doi.org/10.3133/ofr84106,"Clark, M.M., Harms, K.K., Lienkaemper, J.J., Harwood, D.S., Lajoie, K.R., Matti, J.C., Perkins, J.A., Rymer, M.J., Sarna-Wojcicki, A.M., Sharp, R.V., Sims, J.D., Tinsley, J.C., III, and Ziony, J.I., 1984, Preliminary slip rate table and map of late Quaternary faults of California: U.S. Geological Survey Open-File Report 84-106, 12 p., 5 plates, scale 1:1,000,000. https://doi.org/10.3133/ofr84106"
Red Mountain,225,CA,per Huftile and others (1997),S-0172,SR-0232,-119.422263455000,34.355250589700,0.18,WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,"Huftile and others (1997) report a minimum dip slip rate of 1.5 mm/yr based on a 34 m vertical separation from borehole and trench data, using a 30 degree dip of the fault and a 45 ka terrace age. However, a faster rate is calculated based on the observation that the footwall has also been uplifted 207 meters in addition to the 34 meters of separation on the terrace. If all of the uplift is attributed to the Red Mountain fault, then the uplift rate is 5.1 mm/yr, and a slip rate on a 68 degree dipping fault of 5.9 mm/yr.",1.5,1.5,5.9,unknown,projected (dip-slip),"reported (authors report/listed in Appendix B preferred value as minimum value and also provide upper bound, so LowRate = PrefRate)",marine terrace,amino acid,unlisted,11-130,1,5,yes,Huftile and Yeats (1995),https://doi.org/10.1029/94JB02473,"Huftile, G. J. and R. S. Yeats (1995). Convergence rates across a displacement transfer zone in the western Transverse Ranges, Ventura Basin, California. Journal of Geophysical Research 100(B2): 2043-2067. https://doi.org/10.1029/94JB02473"
Robinson Creek,232,CA,Buckeye Creek,S-0175,SR-0241,-119.306191534000,38.231095555100,18.01,N/A,"Bryant (1989) notes the slip rate based on the height of a Tahoe age glacial deposit. He also notes this is consistent with the 0.2 - 0.7 mm/yr rate reported by Clark and others (1984), based on a 4-m high scarp on Tioga deposits. The rate of Bryant is likely more robust, as the 4-m high scarp rate may only represent a limited number of events. This is likely a minimum rate for the zone, as other secondary traces are located to the east in the valley.",N/A,0.3,0.6,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),offset glacial deposit,correlation,unlisted,11-130,0.2,1,yes,Bryant (1984),N/A,"Bryant, W.A., 1984b,Evidence of recent faulting along the Mono Lake fault zone, Mono County, California: California Division of Mines and Geology Open-File Report 84-55, scale 1:48,000."
Rocky Ledge,233,CA,per PG&E,S-0176,SR-0242,-121.619247578000,40.921008200700,0.39,KLMT-HCMF-RCKL-Rocky_Ledge-CFM7,Site location is approximate.,0.1,0,0.2,unknown,unprojected (vertical),reported (only preferred value listed in Appendix B; no uncertainty included),basalt flow,Ar-Ar,unlisted,130-750,0,0.2,yes,"Ray Weldon (written communication to UCERF3, 2011)",N/A,N/A
Rodgers Creek - Healdsburg,903,CA,Beebe Ranch,S-0177,SR-0008,-122.541903960000,38.269028504200,0.04,SFBY-NCRH-MULT-Rogers_Creek_Healdsburg-CFM7,"2 - 3 interval short term (~900 yr) rate. Schwartz and others (1992) revised the rate of Budding and others (1991) based on newer radiocarbon dates, and report 775 yrs as the amount of time this offset accumulated over. Because the age date is not reported, we adopt the Schwartz and others (1992) rate as the site slip rate.",N/A,6.4,10.4,unknown,horizontal,reported (only range listed in Appendix B; range of preferred values included),buried debris flow,C14,unlisted,<1,5,35,yes,Schwartz et al. (1992); Budding et al. (1991),N/A; https://doi.org/10.1029/91GL00465,"Schwartz, D.P., Pantosti, D., Hecker, S., Okumura, K., Budding, K.E., and Powers, T., 1992, Late Holocene behavior and seismogenic potential of the Rodgers Creek Fault Zone, Sonoma County, California, in Borchardt, G., chief ed., Proceedings of the second conference on earthquake hazards in the eastern San Francisco Bay Area: California Department of Conservation, Division of Mines and Geology Special Publication 113, p. 393-398.; Budding, K.E., Schwartz, D.P., and Oppenheimer, D.H., 1991, Slip rate, earthquake recurrence, and seismological potential of the Rodgers Creek fault zone, Northern California: Geophysical Research Letters, v. 18, p. 447-450. https://doi.org/10.1029/91GL00465"
Rose Canyon,234,CA,per Lindvall and Rockwell (1995),S-0178,SR-0243,-117.218129455000,32.810053292700,0.21,OCBA-NIRC-RSCN-Rose_Canyon_fault-CFM5,Minimum rate due to unresolved slip on other strands.,N/A,1.07,2,unknown,horizontal,reported (only range listed in Appendix B; no preferred value included),buried channel,C14,unlisted,1-11,1,5,yes,Lindvall and Rockwell (1995),https://doi.org/10.1029/95JB02627,"Lindvall, S.C., and Rockwell, T.K., 1995, Holocene activity of the Rose Canyon fault zone in San Diego, California: Journal of Geophysical Research, v. 100, p. 24121-24132. https://doi.org/10.1029/95JB02627 "
Round Valley,235,CA,Basin Mountain,S-0179,SR-0244,-118.637643450000,37.304130364300,0.28,SNLV-MLRV-RDVL-Round_Valley-CFM7,"Short time interval may make this less reliable if this a limited number of events, given the relatively small total displacement. However, rate is not unreasonable compared to long term rate.",N/A,0.4,0.5,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,correlation,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,McGee Creek South (MS-1B),S-0181,SR-0246,-118.640661517000,37.283076423600,0.05,SNLV-MLRV-RDVL-Round_Valley-CFM7,Berry (1997) notes consistency of rates over different time intervals.,N/A,0.4,0.8,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,unlisted,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,McGee Creek South (MS-1C),S-0180,SR-0245,-118.640661517000,37.283076423600,0.05,SNLV-MLRV-RDVL-Round_Valley-CFM7,Berry (1997) notes consistency of rates over different time intervals.,N/A,0.4,0.5,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,unlisted,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,McGee Creek South (MS-2),S-0183,SR-0248,-118.640661517000,37.283076423600,0.05,SNLV-MLRV-RDVL-Round_Valley-CFM7,"Rate is consistent with longer term (Tahoe age) rate of 0.5 - 0.6 mm/yr, based on a 75 - 90 meter displacement of 140 ka old deposit. Shorter term rate is reported here as the range. *Longer term rate is assigned as the preferred. Berry (1997) notes consistency of rates over different time intervals.",N/A,0.5,0.9,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,correlation,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,"McGee Creek South ""Tahoe""",S-0182,SR-0247,-118.640661517000,37.283076423600,0.05,SNLV-MLRV-RDVL-Round_Valley-CFM7,Berry (1997) notes consistency of rates over different time intervals.,N/A,0.5,0.6,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,unlisted,unlisted,130-750,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,Mt. Tom (MT-C),S-0184,SR-0249,-118.615027603000,37.354102079400,0.05,SNLV-MLRV-RDVL-Round_Valley-CFM7,,N/A,0.5,1,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),fan surface,correlation,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,Pine Creek PC-1A,S-0185,SR-0250,-118.648712687000,37.403066647000,0.19,SNLV-MLRV-RDVL-Round_Valley-CFM7,Presented by Berry (1997) as alternative rate to PC-1B.,N/A,0.4,0.6,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,correlation,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
Round Valley,235,CA,Pine Creek PC-1B,S-0190,SR-0255,-118.648712687000,37.403066647000,0.19,SNLV-MLRV-RDVL-Round_Valley-CFM7,Presented by Berry (1997) as alternative rate to PC-1A.,N/A,0.6,1,unknown,unprojected (vertical),reported (only range listed in Appendix B; no preferred value included),moraine,correlation,unlisted,11-130,0.2,1,yes,Berry (1997),https://doi.org/10.1016/S0169-555X(97)00033-0,"Margaret E. Berry, (1997). Geomorphic analysis of late Quaternary faulting on Hilton Creek, Round Valley and Coyote warp faults, east-central Sierra Nevada, California, USA, Geomorphology, v. 20 (1-2), p. 177-195. https://doi.org/10.1016/S0169-555X(97)00033-0"
